Name;ProgrammingLanguage;qualifiedName;location;Lines;CommentLines;BlankLines;PreprocessorLines;CodeLines;InactiveLines;ExecutableCodeLines;DeclarativeCodeLines;ExecutionStatements;DeclarationStatements;RatioComment/Code;Units;containedClasses;containedFunctions;usesSourceFiles;usedbySourceFiles;
init.h;C++;pytorch-master.pytorch-master.torch.csrc.onnx.init;pytorch-master/pytorch-master/torch/csrc/onnx/init.h; 9;  1; 4;2;  3; 0;0;3;0;3;0.33;0;[];['initONNXBindings'];[];[];
onnx.h;C++;pytorch-master.pytorch-master.torch.csrc.onnx.onnx;pytorch-master/pytorch-master/torch/csrc/onnx/onnx.h; 23;  11; 4;1;  15; 0;2;6;0;8;0.73;0;['OperatorExportTypes', 'TrainingMode'];[];[];[];
PtrWrapper.h;C++;pytorch-master.pytorch-master.torch.csrc.PtrWrapper;pytorch-master/pytorch-master/torch/csrc/PtrWrapper.h; 16;  3; 5;4;  4; 0;0;4;0;4;0.75;0;[];['THPWrapper_check', 'THPWrapper_get', 'THPWrapper_init', 'THPWrapper_New'];[];[];
python_dimname.cpp;C++;pytorch-master.pytorch-master.torch.csrc.python_dimname;pytorch-master/pytorch-master/torch/csrc/python_dimname.cpp; 100;  12; 17;4;  68; 0;38;27;26;26;0.18;6;[];['THPDimname_parse', 'THPUtils_checkDimname', 'THPUtils_checkDimnameList', 'addMapping', 'lookup', '~InternedStringsTable'];[];[];
python_dimname.h;C++;pytorch-master.pytorch-master.torch.csrc.python_dimname;pytorch-master/pytorch-master/torch/csrc/python_dimname.h; 8;  0; 2;3;  3; 0;0;3;0;3;0.00;0;[];['THPDimname_parse', 'THPUtils_checkDimname', 'THPUtils_checkDimnameList'];[];[];
PythonTypes.h;C++;pytorch-master.pytorch-master.torch.csrc.PythonTypes;pytorch-master/pytorch-master/torch/csrc/PythonTypes.h; 20;  1; 5;3;  12; 0;0;10;0;7;0.08;0;[];[];[];[];
QScheme.cpp;C++;pytorch-master.pytorch-master.torch.csrc.QScheme;pytorch-master/pytorch-master/torch/csrc/QScheme.cpp; 90;  38; 9;8;  73; 0;60;52;13;10;0.52;5;[];['self', 'THPQScheme_init', 'THPQScheme_New', 'THPQScheme_reduce', 'THPQScheme_repr'];[];[];
QScheme.h;C++;pytorch-master.pytorch-master.torch.csrc.QScheme;pytorch-master/pytorch-master/torch/csrc/QScheme.h; 25;  0; 9;4;  12; 0;2;9;1;8;0.00;1;[];['THPQScheme_Check', 'THPQScheme_init', 'THPQScheme_New'];[];[];
serialization.h;C++;pytorch-master.pytorch-master.torch.csrc.serialization;pytorch-master/pytorch-master/torch/csrc/serialization.h; 25;  0; 8;13;  4; 0;0;4;0;2;0.00;0;[];['doRead', 'doWrite'];[];[];
Size.cpp;C++;pytorch-master.pytorch-master.torch.csrc.Size;pytorch-master/pytorch-master/torch/csrc/Size.cpp; 234;  47; 26;12;  191; 2;138;109;122;66;0.25;10;[];['isTracedZeroDimVar', 'THPSize_numel', 'THPSize_pynew', 'THPSize_reduce', 'THPSize_repr', 'wrap_tuple_fn', 'ret', 'THPSize_init', 'THPSize_New', 'THPSize_NewFromSizes'];[];[];
Size.h;C++;pytorch-master.pytorch-master.torch.csrc.Size;pytorch-master/pytorch-master/torch/csrc/Size.h; 14;  0; 5;5;  4; 0;0;4;0;4;0.00;0;[];['THPSize_init', 'THPSize_New', 'THPSize_NewFromSizes'];[];[];
Storage.h;C++;pytorch-master.pytorch-master.torch.csrc.Storage;pytorch-master/pytorch-master/torch/csrc/Storage.h; 68;  0; 11;57;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
StorageDefs.h;C++;pytorch-master.pytorch-master.torch.csrc.StorageDefs;pytorch-master/pytorch-master/torch/csrc/StorageDefs.h; 5;  0; 0;1;  4; 0;0;3;0;2;0.00;0;[];[];[];[];
stub.cpp;C++;pytorch-master.pytorch-master.torch.csrc.stub;pytorch-master/pytorch-master/torch/csrc/stub.cpp; 18;  0; 2;6;  6; 4;1;2;1;2;0.00;1;[];['PyInit__C'];[];[];
python_tensor.h;C++;pytorch-master.pytorch-master.torch.csrc.tensor.python_tensor;pytorch-master/pytorch-master/torch/csrc/tensor/python_tensor.h; 36;  12; 9;4;  13; 0;0;13;0;11;0.92;0;[];['get_default_dispatch_key', 'get_default_scalar_type', 'initialize_python_bindings', 'py_set_default_dtype', 'py_set_default_tensor_type'];[];[];
THP.h;C++;pytorch-master.pytorch-master.torch.csrc.THP;pytorch-master/pytorch-master/torch/csrc/THP.h; 45;  5; 9;32;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
THP_export.h;C++;pytorch-master.pytorch-master.torch.csrc.THP_export;pytorch-master/pytorch-master/torch/csrc/THP_export.h; 17;  0; 2;15;  0; 5;0;0;0;0;0.00;0;[];[];[];[];
ThreadLocalState.h;C++;pytorch-master.pytorch-master.torch.csrc.ThreadLocalState;pytorch-master/pytorch-master/torch/csrc/ThreadLocalState.h; 39;  5; 9;3;  22; 1;0;0;0;0;0.23;0;[];[];[];[];
TypeInfo.cpp;C++;pytorch-master.pytorch-master.torch.csrc.TypeInfo;pytorch-master/pytorch-master/torch/csrc/TypeInfo.cpp; 296;  82; 26;12;  255; 0;190;135;262;202;0.32;17;[];['THPDTypeInfo_bits', 'THPFInfo_eps', 'THPFInfo_max', 'THPFInfo_min', 'THPFInfo_tiny', 'THPIInfo_max', 'THPIInfo_min', 'self', 'self', 'THPDTypeInfo_compare', 'THPDTypeInfo_init', 'THPFInfo_New', 'THPFInfo_pynew', 'THPFInfo_str', 'THPIInfo_New', 'THPIInfo_pynew', 'THPIInfo_str'];[];[];
TypeInfo.h;C++;pytorch-master.pytorch-master.torch.csrc.TypeInfo;pytorch-master/pytorch-master/torch/csrc/TypeInfo.h; 26;  0; 9;3;  14; 0;2;9;2;9;0.00;2;[];['THPDTypeInfo_init', 'THPFInfo_Check', 'THPIInfo_Check'];[];[];
utils.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils;pytorch-master/pytorch-master/torch/csrc/utils.cpp; 251;  2; 32;21;  196; 0;110;56;91;53;0.01;20;[];['classOrTypename', 'getBackCompatBroadcastWarn', 'getBackCompatKeepdimWarn', 'maybeThrowBackCompatKeepdimWarn', 'setBackCompatBroadcastWarn', 'setBackCompatKeepdimWarn', 'THPUtils_addPyMethodDefs', 'THPUtils_checkIntTuple', 'THPUtils_dispatchStateless', 'THPUtils_getCallable', 'THPUtils_invalidArguments', 'THPUtils_setError', 'THPUtils_tryUnpackLongs', 'THPUtils_tryUnpackLongVarArgs', 'THPUtils_unpackIntTuple', 'THPUtils_unpackLongs', 'THPUtils_unpackSize', 'free', 'free', 'free'];[];[];
utils.h;C++;pytorch-master.pytorch-master.torch.csrc.utils;pytorch-master/pytorch-master/torch/csrc/utils.h; 194;  4; 36;120;  31; 20;2;29;2;24;0.13;2;[];['getBackCompatBroadcastWarn', 'getBackCompatKeepdimWarn', 'maybeThrowBackCompatKeepdimWarn', 'setBackCompatBroadcastWarn', 'setBackCompatKeepdimWarn', 'THPUtils_addPyMethodDefs', 'THPUtils_checkIntTuple', 'THPUtils_dispatchStateless', 'THPUtils_getCallable', 'THPUtils_invalidArguments', 'THPUtils_setError', 'THPUtils_tryUnpackLongs', 'THPUtils_tryUnpackLongVarArgs', 'THPUtils_unpackIntTuple', 'THPUtils_unpackLongs', 'THPUtils_unpackSize', 'mod', 'mod'];[];[];
auto_gil.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.auto_gil;pytorch-master/pytorch-master/torch/csrc/utils/auto_gil.h; 40;  13; 8;3;  21; 0;3;11;3;10;0.62;5;[];['with_no_gil', 'AutoGIL', '~AutoGIL', 'AutoNoGIL', '~AutoNoGIL'];[];[];
byte_order.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.byte_order;pytorch-master/pytorch-master/torch/csrc/utils/byte_order.h; 87;  2; 7;6;  74; 0;0;74;0;17;0.03;0;[];['THP_decodeBFloat16Buffer', 'THP_decodeBoolBuffer', 'THP_decodeDoubleBuffer', 'THP_decodeFloatBuffer', 'THP_decodeHalfBuffer', 'THP_decodeInt16Buffer', 'THP_decodeInt32Buffer', 'THP_decodeInt64Buffer', 'THP_encodeDoubleBuffer', 'THP_encodeFloatBuffer', 'THP_encodeInt16Buffer', 'THP_encodeInt32Buffer', 'THP_encodeInt64Buffer', 'THP_nativeByteOrder'];[];[];
cuda_enabled.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.cuda_enabled;pytorch-master/pytorch-master/torch/csrc/utils/cuda_enabled.h; 15;  0; 3;4;  7; 1;1;5;1;3;0.00;1;[];['cuda_enabled'];[];[];
cuda_lazy_init.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.cuda_lazy_init;pytorch-master/pytorch-master/torch/csrc/utils/cuda_lazy_init.cpp; 33;  4; 6;5;  18; 0;9;9;8;7;0.22;2;[];['cuda_lazy_init', 'set_run_yet_variable_to_false'];[];[];
disallow_copy.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.disallow_copy;pytorch-master/pytorch-master/torch/csrc/utils/disallow_copy.h; 5;  0; 2;3;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
future.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.future;pytorch-master/pytorch-master/torch/csrc/utils/future.h; 152;  23; 26;2;  104; 0;44;36;41;50;0.22;14;['final', 'final'];['addCallback', 'completed', 'completed_', 'error', 'hasError', 'markCompleted', 'setError', 'setErrorIfNeeded', 'setErrorInternal', 'swap', 'Future', 'Future', 'FutureError', 'FutureError', 'lock', 'wait', 'waitNoThrow', 'what'];[];[];
hash.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.hash;pytorch-master/pytorch-master/torch/csrc/utils/hash.h; 138;  47; 22;3;  69; 0;14;39;13;42;0.68;9;[];['simple_get_hash', 'get_hash', 'operator', 'operator', 'dispatch_hash', 'simple_get_hash', 'type_if_not_enum', 'dispatch_hash', 'hash_combine', 'size_t', 'dispatch_hash', 'simple_get_hash', 'operator', 'get', 'hash', 'tie', 'hash', 'operator', 'operator'];[];[];
init.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.init;pytorch-master/pytorch-master/torch/csrc/utils/init.h; 11;  2; 4;2;  5; 0;0;5;0;3;0.40;0;[];['initThroughputBenchmarkBindings'];[];[];
invalid_arguments.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.invalid_arguments;pytorch-master/pytorch-master/torch/csrc/utils/invalid_arguments.cpp; 401;  6; 51;6;  340; 0;211;135;163;112;0.02;23;[];['_argcountMatch', '_argDesc', '_buildType', '_formattedArgDesc', '_parseOption', '_splitString', '_tryMatchKwargs', 'format_invalid_args', 'py_typename', 'Argument', 'is_matching', 'MultiType', 'is_matching', 'NullableType', 'Option', 'Option', 'Option', 'is_matching', 'SequenceType', 'is_matching', 'SimpleType', 'is_matching', 'TupleType'];[];[];
invalid_arguments.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.invalid_arguments;pytorch-master/pytorch-master/torch/csrc/utils/invalid_arguments.h; 15;  1; 4;4;  7; 0;0;7;0;2;0.14;0;[];['format_invalid_args'];[];[];
numpy_stub.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.numpy_stub;pytorch-master/pytorch-master/torch/csrc/utils/numpy_stub.h; 21;  1; 2;14;  0; 15;0;0;0;0;0.00;0;[];[];[];[];
object_ptr.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.object_ptr;pytorch-master/pytorch-master/torch/csrc/utils/object_ptr.cpp; 11;  0; 3;2;  6; 0;2;2;2;2;0.00;1;[];['free'];[];[];
object_ptr.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.object_ptr;pytorch-master/pytorch-master/torch/csrc/utils/object_ptr.h; 38;  11; 5;2;  20; 0;12;16;19;19;0.55;12;['THPPointer'];['free', 'get', 'get', 'operator', 'operator', 'operator->', 'operator=', 'operator=', 'release', 'THPPointer', 'THPPointer', 'THPPointer', '~THPPointer'];[];[];
python_arg_parser.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_arg_parser;pytorch-master/pytorch-master/torch/csrc/utils/python_arg_parser.cpp; 864;  120; 74;12;  662; 0;442;169;372;186;0.18;21;[];['find_param', 'parse_as_integer', 'parse_intlist_args', 'should_allow_numbers_as_tensors', 'torch_warn_once_750', 'parse', 'append_overloaded_arg', 'handle_torch_function', 'check_deprecated', 'get_signatures', 'print_error', 'PythonArgParser', 'raw_parse', 'scalar_slow', 'tensor_slow', 'check', 'FunctionParameter', 'set_default_str', 'type_name', 'FunctionSignature', 'toString'];[];[];
python_arg_parser.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_arg_parser;pytorch-master/pytorch-master/torch/csrc/utils/python_arg_parser.h; 729;  130; 85;34;  480; 2;221;203;191;200;0.27;48;['ParameterType'];['_is_basic_python_type', 'check_has_torch_function', 'PyObject_FastGetAttrString', 'PyTorch_LookupSpecial', 'handle_torch_function', 'parseDimnameList', 'stashValue', 'get', 'dimnamelist', 'generator', 'isNone', 'memoryformat', 'memoryformatOptional', 'pyobject', 'storage', 'string', 'toBool', 'toBoolOptional', 'toBoolWithDefault', 'toComplex', 'toComplexWithDefault', 'toDouble', 'toDoubleOptional', 'toDoubleWithDefault', 'toInt64', 'toInt64Optional', 'toInt64WithDefault', 'toQScheme', 'empty', 'push_back', 'reserve', 'type_name', 'check', 'FunctionParameter', 'set_default_str', 'type_name', 'FunctionSignature', 'parse', 'toString', 'ParsedArgs', 'check_deprecated', 'get_signatures', 'parse', 'PythonArgParser', 'raw_parse', 'device', 'deviceOptional', 'deviceWithDefault', 'dimname', 'dimnamelist', 'generator', 'get_func_name', 'has_torch_function', 'intlist', 'intlistWithDefault', 'isNone', 'layout', 'layoutOptional', 'layoutWithDefault', 'memoryformat', 'memoryformatOptional', 'pyobject', 'PythonArgs', 'scalar', 'scalar_slow', 'scalarOptional', 'scalartype', 'scalartypeOptional', 'scalartypeWithDefault', 'scalarWithDefault', 'storage', 'string', 'tensor', 'tensor_slow', 'tensorlist', 'tensorlist_n', 'toBool', 'toBoolOptional', 'toBoolWithDefault', 'toComplex', 'toComplexWithDefault', 'toDouble', 'toDoubleOptional', 'toDoubleWithDefault', 'toInt64', 'toInt64Optional', 'toInt64WithDefault', 'toQScheme', 'isTracing'];[];[];
python_compat.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_compat;pytorch-master/pytorch-master/torch/csrc/utils/python_compat.h; 82;  14; 12;18;  38; 5;23;7;20;3;0.37;2;[];['__PySlice_Unpack', 'PyGILState_Check'];[];[];
python_dispatch.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_dispatch;pytorch-master/pytorch-master/torch/csrc/utils/python_dispatch.h; 9;  1; 3;1;  5; 0;0;5;0;4;0.20;0;[];['initDispatchBindings'];[];[];
python_numbers.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_numbers;pytorch-master/pytorch-master/torch/csrc/utils/python_numbers.h; 168;  3; 16;31;  92; 26;0;0;0;0;0.03;0;[];[];[];[];
python_scalars.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_scalars;pytorch-master/pytorch-master/torch/csrc/utils/python_scalars.h; 54;  1; 6;5;  43; 0;34;4;65;4;0.02;2;[];['load_scalar', 'store_scalar', 'convert'];[];[];
python_stub.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_stub;pytorch-master/pytorch-master/torch/csrc/utils/python_stub.h; 4;  0; 1;1;  2; 0;1;1;1;3;0.00;0;[];[];[];[];
python_tuples.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.python_tuples;pytorch-master/pytorch-master/torch/csrc/utils/python_tuples.h; 23;  0; 3;5;  15; 0;0;0;0;0;0.00;0;[];[];[];[];
six.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.six;pytorch-master/pytorch-master/torch/csrc/utils/six.h; 58;  10; 10;10;  27; 2;12;8;12;8;0.37;6;[];['isStructSeq', 'isStructSeq', 'isTuple', 'isTuple', 'maybeAsTuple', 'maybeAsTuple', 'handle'];[];[];
structseq.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.structseq;pytorch-master/pytorch-master/torch/csrc/utils/structseq.h; 13;  0; 5;4;  3; 1;0;3;0;3;0.00;0;[];[];[];[];
tensor_apply.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_apply;pytorch-master/pytorch-master/torch/csrc/utils/tensor_apply.cpp; 99;  1; 13;6;  80; 0;44;30;39;26;0.01;6;[];['recursive_apply', 'apply_', 'map2_', 'map_', 'step', 'StridedData'];[];[];
tensor_apply.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_apply;pytorch-master/pytorch-master/torch/csrc/utils/tensor_apply.h; 13;  1; 4;3;  6; 0;0;6;0;5;0.17;0;[];['apply_', 'map2_', 'map_'];[];[];
tensor_dtypes.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_dtypes;pytorch-master/pytorch-master/torch/csrc/utils/tensor_dtypes.h; 11;  1; 4;4;  3; 0;0;3;0;3;0.33;0;[];['initializeDtypes'];[];[];
tensor_flatten.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_flatten;pytorch-master/pytorch-master/torch/csrc/utils/tensor_flatten.cpp; 120;  4; 19;3;  94; 0;58;40;47;35;0.04;6;[];['flatten_sparse_tensors', 'get_indices', 'get_values', 'reorder_tensors_like', 'take_tensors', 'unflatten_sparse_tensors'];[];[];
tensor_flatten.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_flatten;pytorch-master/pytorch-master/torch/csrc/utils/tensor_flatten.h; 76;  22; 12;5;  37; 0;15;23;13;17;0.59;3;[];['flatten_dense_tensors', 'reorder_tensors_like', 'take_tensors', 'unflatten_dense_tensors', 'unflatten_sparse_tensors', 'narrow', 'push_back', 'reserve', 'type', 'type'];[];[];
tensor_layouts.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_layouts;pytorch-master/pytorch-master/torch/csrc/utils/tensor_layouts.h; 7;  1; 3;1;  3; 0;0;3;0;3;0.33;0;[];['initializeLayouts'];[];[];
tensor_list.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_list;pytorch-master/pytorch-master/torch/csrc/utils/tensor_list.cpp; 42;  1; 6;4;  32; 0;19;12;16;11;0.03;2;[];['recursive_to_list', 'tensor_to_list'];[];[];
tensor_list.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_list;pytorch-master/pytorch-master/torch/csrc/utils/tensor_list.h; 10;  1; 4;3;  3; 0;0;3;0;3;0.33;0;[];['tensor_to_list'];[];[];
tensor_memoryformats.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_memoryformats;pytorch-master/pytorch-master/torch/csrc/utils/tensor_memoryformats.h; 7;  1; 3;1;  3; 0;0;3;0;3;0.33;0;[];['initializeMemoryFormats'];[];[];
tensor_new.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_new;pytorch-master/pytorch-master/torch/csrc/utils/tensor_new.cpp; 717;  48; 54;28;  570; 26;384;209;272;149;0.08;30;[];['as_tensor', 'backendToBackendOfDeviceType', 'check_base_legacy_new', 'check_legacy_ctor_device', 'compute_sizes', 'denseTypeIdWithDefault', 'dispatch_full', 'dispatch_ones', 'dispatch_zeros', 'indexing_tensor_from_data', 'infer_scalar_type', 'internal_new_from_data', 'legacy_new_from_sequence', 'legacy_sparse_tensor_ctor', 'legacy_sparse_tensor_new', 'legacy_tensor_ctor', 'legacy_tensor_new', 'maybe_initialize_cuda', 'maybe_initialize_cuda', 'new_from_data_copy', 'new_ones', 'new_tensor', 'new_with_sizes', 'new_with_storage', 'new_with_tensor', 'options', 'recursive_store', 'sparse_coo_tensor_ctor', 'tensor_ctor', 'typeIdWithDefault'];[];[];
tensor_new.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_new;pytorch-master/pytorch-master/torch/csrc/utils/tensor_new.h; 22;  1; 5;3;  14; 0;0;14;0;10;0.07;0;[];['as_tensor', 'indexing_tensor_from_data', 'legacy_tensor_ctor', 'legacy_tensor_new', 'new_ones', 'new_tensor', 'sparse_coo_tensor_ctor', 'tensor_ctor'];[];[];
tensor_numpy.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_numpy;pytorch-master/pytorch-master/torch/csrc/utils/tensor_numpy.h; 19;  1; 7;3;  9; 0;0;0;0;0;0.11;0;[];[];[];[];
tensor_qschemes.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_qschemes;pytorch-master/pytorch-master/torch/csrc/utils/tensor_qschemes.cpp; 44;  2; 9;7;  28; 0;15;12;11;10;0.07;2;[];['getTHPQScheme', 'initializeQSchemes'];[];[];
tensor_qschemes.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_qschemes;pytorch-master/pytorch-master/torch/csrc/utils/tensor_qschemes.h; 9;  1; 3;2;  4; 0;0;4;0;4;0.25;0;[];['initializeQSchemes'];[];[];
tensor_types.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.tensor_types;pytorch-master/pytorch-master/torch/csrc/utils/tensor_types.h; 16;  2; 5;4;  6; 0;0;6;0;7;0.33;0;[];['options_from_string', 'options_to_string', 'type_to_string'];[];[];
throughput_benchmark-inl.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.throughput_benchmark-inl;pytorch-master/pytorch-master/torch/csrc/utils/throughput_benchmark-inl.h; 133;  14; 16;5;  101; 0;49;31;40;59;0.14;4;[];['MessageLogger', 'finished', 'initialized', 'start', 'lock', 'lock', 'now', 'now', 'empty', 'size', 'benchmark'];[];[];
throughput_benchmark.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.throughput_benchmark;pytorch-master/pytorch-master/torch/csrc/utils/throughput_benchmark.cpp; 129;  7; 18;3;  104; 0;51;44;36;20;0.07;13;[];['cloneInput', 'cloneInput', 'addInput', 'runOnce', 'runOnce', 'addInput', 'runOnce', 'runOnce', 'addInput', 'benchmark', 'runOnce', 'ThroughputBenchmark', 'ThroughputBenchmark'];[];[];
variadic.cpp;C++;pytorch-master.pytorch-master.torch.csrc.utils.variadic;pytorch-master/pytorch-master/torch/csrc/utils/variadic.cpp; 1;  1; 0;0;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
variadic.h;C++;pytorch-master.pytorch-master.torch.csrc.utils.variadic;pytorch-master/pytorch-master/torch/csrc/utils/variadic.h; 139;  21; 28;8;  84; 0;0;0;0;0;0.25;0;[];[];[];[];
WindowsTorchApiMacro.h;C++;pytorch-master.pytorch-master.torch.csrc.WindowsTorchApiMacro;pytorch-master/pytorch-master/torch/csrc/WindowsTorchApiMacro.h; 7;  2; 2;3;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
custom_class_detail.h;C++;pytorch-master.pytorch-master.torch.custom_class_detail;pytorch-master/pytorch-master/torch/custom_class_detail.h; 155;  11; 28;5;  114; 0;0;0;0;0;0.10;0;[];[];[];[];
extension.h;C++;pytorch-master.pytorch-master.torch.extension;pytorch-master/pytorch-master/torch/extension.h; 6;  2; 1;3;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
allreduce.cpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.example.allreduce;pytorch-master/pytorch-master/torch/lib/c10d/example/allreduce.cpp; 32;  3; 5;2;  22; 0;13;14;9;14;0.14;1;[];['main'];[];[];
FileStore.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.FileStore;pytorch-master/pytorch-master/torch/lib/c10d/FileStore.hpp; 47;  1; 18;5;  24; 0;0;20;0;18;0.04;0;['FileStore'];['add', 'addHelper', 'check', 'FileStore', 'get', 'wait', 'wait', '~FileStore'];[];[];
GlooDeviceFactory.cpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.GlooDeviceFactory;pytorch-master/pytorch-master/torch/lib/c10d/GlooDeviceFactory.cpp; 123;  5; 20;31;  22; 56;8;8;7;6;0.23;3;[];['RegistryName', 'makeDeviceForHostname', 'makeDeviceForInterface'];[];[];
GlooDeviceFactory.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.GlooDeviceFactory;pytorch-master/pytorch-master/torch/lib/c10d/GlooDeviceFactory.hpp; 28;  5; 7;5;  14; 0;0;12;0;6;0.36;0;['GlooDeviceFactory'];['RegistryName', 'makeDeviceForHostname', 'makeDeviceForInterface'];[];[];
HashStore.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.HashStore;pytorch-master/pytorch-master/torch/lib/c10d/HashStore.hpp; 39;  1; 13;6;  20; 0;1;14;1;12;0.05;2;['HashStore'];['add', 'check', 'get', 'wait', 'wait', '~HashStore'];[];[];
NCCLUtils.cpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.NCCLUtils;pytorch-master/pytorch-master/torch/lib/c10d/NCCLUtils.cpp; 34;  3; 6;2;  24; 0;13;9;5;11;0.13;2;[];['getNcclVersion', 'ncclGetErrorWithVersion'];[];[];
NCCLUtils.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.NCCLUtils;pytorch-master/pytorch-master/torch/lib/c10d/NCCLUtils.hpp; 166;  16; 22;44;  63; 24;25;30;26;27;0.25;10;['NCCLComm'];['getNcclVersion', 'ncclGetErrorWithVersion', 'create', 'checkForNcclError', 'getNcclComm', 'getNcclId', 'isAborted', 'NCCLComm', 'NCCLComm', 'NCCLComm', 'NCCLComm', 'ncclCommAbort', 'operator=', 'operator=', '~NCCLComm'];[];[];
PrefixStore.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.PrefixStore;pytorch-master/pytorch-master/torch/lib/c10d/PrefixStore.hpp; 36;  1; 13;3;  20; 0;0;16;0;14;0.05;1;['PrefixStore'];['add', 'check', 'get', 'joinKey', 'joinKeys', 'PrefixStore', 'wait', 'wait', '~PrefixStore'];[];[];
ProcessGroup.cpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.ProcessGroup;pytorch-master/pytorch-master/torch/lib/c10d/ProcessGroup.cpp; 75;  7; 16;2;  54; 0;25;19;22;15;0.13;13;[];['allgather_coalesced', 'ProcessGroup', 'abort', 'exception', 'finish', 'isCompleted', 'isSuccess', 'result', 'sourceRank', 'synchronize', 'wait', '~Work', '~ProcessGroup'];[];[];
ProcessGroup.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.ProcessGroup;pytorch-master/pytorch-master/torch/lib/c10d/ProcessGroup.hpp; 187;  62; 34;9;  83; 0;18;73;2;37;0.75;2;['ProcessGroup', 'Work'];['allgather', 'allgather_base', 'allgather_coalesced', 'allreduce', 'allreduce_coalesced', 'barrier', 'broadcast', 'gather', 'getRank', 'getSize', 'ProcessGroup', 'recv', 'recvAnysource', 'reduce', 'reduce_scatter', 'scatter', 'send', 'abort', 'exception', 'finish', 'isCompleted', 'isSuccess', 'result', 'sourceRank', 'synchronize', 'wait', '~Work', '~ProcessGroup'];[];[];
ProcessGroupGloo.hpp;C++;pytorch-master.pytorch-master.torch.lib.c10d.ProcessGroupGloo;pytorch-master/pytorch-master/torch/lib/c10d/ProcessGroupGloo.hpp; 267;  72; 49;21;  126; 2;20;105;4;58;0.57;1;['ProcessGroupGloo', 'AsyncWork', 'RecvWork', 'SendWork'];['execute', 'createDefaultDevice', 'createDeviceForHostname', 'createDeviceForInterface', 'allgather', 'allgather_base', 'allgather_coalesced', 'allreduce', 'allreduce_coalesced', 'run', 'barrier', 'broadcast', 'enqueue', 'gather', 'getContext', 'nextTag', 'Options', 'ProcessGroupGloo', 'recv', 'recvAnysource', 'abort', 'RecvWork', 'sourceRank', 'wait', 'reduce', 'reduce_scatter', 'runLoop', 'scatter', 'send', 'abort', 'SendWork', 'wait', '~ProcessGroupGloo'];[];[];
